model,date_utc,year,task,score,metric,params_b_c1,c1_model_match
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,2024-11-10 08:42:41.739527702+00:00,2024,IFEval,21.996303142329023,"prompt_level_strict_acc,none",8.03,True
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,2024-11-10 08:42:41.739527702+00:00,2024,MATH-Hard,6.193353474320242,"exact_match,none",8.03,True
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,2024-11-10 08:42:41.739527702+00:00,2024,GPQA,25.587248322147648,"acc_norm,none",8.03,True
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,2024-11-10 08:42:41.739527702+00:00,2024,BBH,33.153966325290746,"acc_norm,none",8.03,True
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,2024-11-10 08:42:41.739527702+00:00,2024,MMLU-Pro,11.269946808510637,"acc,none",8.03,True
3rd-Degree-Burn/Llama-Squared-8B,2024-10-08 15:44:46.311359882+00:00,2024,MuSR,30.82010582010582,"acc_norm,none",8.03,True
3rd-Degree-Burn/Llama-Squared-8B,2024-10-08 15:44:46.311359882+00:00,2024,IFEval,20.33271719038817,"prompt_level_strict_acc,none",8.03,True
3rd-Degree-Burn/Llama-Squared-8B,2024-10-08 15:44:46.311359882+00:00,2024,MATH-Hard,4.229607250755287,"exact_match,none",8.03,True
3rd-Degree-Burn/Llama-Squared-8B,2024-10-08 15:44:46.311359882+00:00,2024,GPQA,27.181208053691275,"acc_norm,none",8.03,True
3rd-Degree-Burn/Llama-Squared-8B,2024-10-08 15:44:46.311359882+00:00,2024,BBH,44.106925880923455,"acc_norm,none",8.03,True
3rd-Degree-Burn/Llama-Squared-8B,2024-10-08 15:44:46.311359882+00:00,2024,MMLU-Pro,23.66190159574468,"acc,none",8.03,True
4season/final_model_test_v2,2024-07-25 14:30:14.328860521+00:00,2024,MuSR,43.12169312169312,"acc_norm,none",21.421,True
4season/final_model_test_v2,2024-07-25 14:30:14.328860521+00:00,2024,IFEval,25.693160813308687,"prompt_level_strict_acc,none",21.421,True
4season/final_model_test_v2,2024-07-25 14:30:14.328860521+00:00,2024,MATH-Hard,1.3595166163141994,"exact_match,none",21.421,True
4season/final_model_test_v2,2024-07-25 14:30:14.328860521+00:00,2024,GPQA,32.718120805369125,"acc_norm,none",21.421,True
4season/final_model_test_v2,2024-07-25 14:30:14.328860521+00:00,2024,BBH,63.235549383787536,"acc_norm,none",21.421,True
4season/final_model_test_v2,2024-07-25 14:30:14.328860521+00:00,2024,MMLU-Pro,35.280917553191486,"acc,none",21.421,True
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,2024-11-20 12:19:50.059748650+00:00,2024,MuSR,38.095238095238095,"acc_norm,none",8.03,True
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,2024-11-20 12:19:50.059748650+00:00,2024,IFEval,67.65249537892791,"prompt_level_strict_acc,none",8.03,True
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,2024-11-20 12:19:50.059748650+00:00,2024,MATH-Hard,7.02416918429003,"exact_match,none",8.03,True
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,2024-11-20 12:19:50.059748650+00:00,2024,GPQA,30.536912751677853,"acc_norm,none",8.03,True
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,2024-11-20 12:19:50.059748650+00:00,2024,BBH,50.9460163166117,"acc_norm,none",8.03,True
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,2024-11-20 12:19:50.059748650+00:00,2024,MMLU-Pro,37.32546542553192,"acc,none",8.03,True
AALF/FuseChat-Llama-3.1-8B-SFT-preview,2024-11-21 13:18:14.538000584+00:00,2024,MuSR,40.07936507936508,"acc_norm,none",8.03,True
AALF/FuseChat-Llama-3.1-8B-SFT-preview,2024-11-21 13:18:14.538000584+00:00,2024,IFEval,68.39186691312385,"prompt_level_strict_acc,none",8.03,True
AALF/FuseChat-Llama-3.1-8B-SFT-preview,2024-11-21 13:18:14.538000584+00:00,2024,MATH-Hard,11.404833836858005,"exact_match,none",8.03,True
AALF/FuseChat-Llama-3.1-8B-SFT-preview,2024-11-21 13:18:14.538000584+00:00,2024,GPQA,30.453020134228186,"acc_norm,none",8.03,True
AALF/FuseChat-Llama-3.1-8B-SFT-preview,2024-11-21 13:18:14.538000584+00:00,2024,BBH,52.2131574379448,"acc_norm,none",8.03,True
AALF/FuseChat-Llama-3.1-8B-SFT-preview,2024-11-21 13:18:14.538000584+00:00,2024,MMLU-Pro,37.433510638297875,"acc,none",8.03,True
AALF/gemma-2-27b-it-SimPO-37K,2024-08-31 20:17:04.494305611+00:00,2024,MuSR,34.78835978835979,"acc_norm,none",27.227,True
AALF/gemma-2-27b-it-SimPO-37K,2024-08-31 20:17:04.494305611+00:00,2024,IFEval,19.593345656192238,"prompt_level_strict_acc,none",27.227,True
AALF/gemma-2-27b-it-SimPO-37K,2024-08-31 20:17:04.494305611+00:00,2024,MATH-Hard,0.0,"exact_match,none",27.227,True
AALF/gemma-2-27b-it-SimPO-37K,2024-08-31 20:17:04.494305611+00:00,2024,GPQA,28.02013422818792,"acc_norm,none",27.227,True
AALF/gemma-2-27b-it-SimPO-37K,2024-08-31 20:17:04.494305611+00:00,2024,BBH,38.899496615170975,"acc_norm,none",27.227,True
AALF/gemma-2-27b-it-SimPO-37K,2024-08-31 20:17:04.494305611+00:00,2024,MMLU-Pro,19.71409574468085,"acc,none",27.227,True
AALF/gemma-2-27b-it-SimPO-37K-100steps,2024-09-27 12:11:44.521297455+00:00,2024,MuSR,33.2010582010582,"acc_norm,none",27.227,True
AALF/gemma-2-27b-it-SimPO-37K-100steps,2024-09-27 12:11:44.521297455+00:00,2024,IFEval,21.256931608133087,"prompt_level_strict_acc,none",27.227,True
AALF/gemma-2-27b-it-SimPO-37K-100steps,2024-09-27 12:11:44.521297455+00:00,2024,MATH-Hard,0.0,"exact_match,none",27.227,True
AALF/gemma-2-27b-it-SimPO-37K-100steps,2024-09-27 12:11:44.521297455+00:00,2024,GPQA,28.859060402684566,"acc_norm,none",27.227,True
AALF/gemma-2-27b-it-SimPO-37K-100steps,2024-09-27 12:11:44.521297455+00:00,2024,BBH,39.17722617601111,"acc_norm,none",27.227,True
AALF/gemma-2-27b-it-SimPO-37K-100steps,2024-09-27 12:11:44.521297455+00:00,2024,MMLU-Pro,21.251662234042552,"acc,none",27.227,True
Aashraf995/Creative-7B-nerd,2024-12-18 02:52:17.144223928+00:00,2024,MuSR,45.10582010582011,"acc_norm,none",7.616,True
Aashraf995/Creative-7B-nerd,2024-12-18 02:52:17.144223928+00:00,2024,IFEval,40.48059149722736,"prompt_level_strict_acc,none",7.616,True
Aashraf995/Creative-7B-nerd,2024-12-18 02:52:17.144223928+00:00,2024,MATH-Hard,28.54984894259819,"exact_match,none",7.616,True
Aashraf995/Creative-7B-nerd,2024-12-18 02:52:17.144223928+00:00,2024,GPQA,32.63422818791946,"acc_norm,none",7.616,True
Aashraf995/Creative-7B-nerd,2024-12-18 02:52:17.144223928+00:00,2024,BBH,55.84099982641902,"acc_norm,none",7.616,True
Aashraf995/Creative-7B-nerd,2024-12-18 02:52:17.144223928+00:00,2024,MMLU-Pro,44.921875,"acc,none",7.616,True
Aashraf995/Gemma-Evo-10B,2024-12-18 03:04:37.091637611+00:00,2024,MuSR,45.8994708994709,"acc_norm,none",10.159,True
Aashraf995/Gemma-Evo-10B,2024-12-18 03:04:37.091637611+00:00,2024,IFEval,68.94639556377079,"prompt_level_strict_acc,none",10.159,True
Aashraf995/Gemma-Evo-10B,2024-12-18 03:04:37.091637611+00:00,2024,MATH-Hard,20.090634441087612,"exact_match,none",10.159,True
Aashraf995/Gemma-Evo-10B,2024-12-18 03:04:37.091637611+00:00,2024,GPQA,35.40268456375839,"acc_norm,none",10.159,True
Aashraf995/Gemma-Evo-10B,2024-12-18 03:04:37.091637611+00:00,2024,BBH,60.354105190071174,"acc_norm,none",10.159,True
Aashraf995/Gemma-Evo-10B,2024-12-18 03:04:37.091637611+00:00,2024,MMLU-Pro,42.75265957446808,"acc,none",10.159,True
Aashraf995/Qwen-Evo-7B,2024-12-18 02:55:23.120794296+00:00,2024,MuSR,45.370370370370374,"acc_norm,none",7.616,True
Aashraf995/Qwen-Evo-7B,2024-12-18 02:55:23.120794296+00:00,2024,IFEval,40.110905730129396,"prompt_level_strict_acc,none",7.616,True
Aashraf995/Qwen-Evo-7B,2024-12-18 02:55:23.120794296+00:00,2024,MATH-Hard,29.984894259818727,"exact_match,none",7.616,True
Aashraf995/Qwen-Evo-7B,2024-12-18 02:55:23.120794296+00:00,2024,GPQA,32.5503355704698,"acc_norm,none",7.616,True
Aashraf995/Qwen-Evo-7B,2024-12-18 02:55:23.120794296+00:00,2024,BBH,56.81305328935948,"acc_norm,none",7.616,True
Aashraf995/Qwen-Evo-7B,2024-12-18 02:55:23.120794296+00:00,2024,MMLU-Pro,44.622672872340424,"acc,none",7.616,True
Aashraf995/QwenStock-14B,2024-12-18 03:01:29.531307459+00:00,2024,MuSR,47.883597883597886,"acc_norm,none",14.766,True
Aashraf995/QwenStock-14B,2024-12-18 03:01:29.531307459+00:00,2024,IFEval,44.17744916820702,"prompt_level_strict_acc,none",14.766,True
Aashraf995/QwenStock-14B,2024-12-18 03:01:29.531307459+00:00,2024,MATH-Hard,33.383685800604226,"exact_match,none",14.766,True
Aashraf995/QwenStock-14B,2024-12-18 03:01:29.531307459+00:00,2024,GPQA,38.92617449664429,"acc_norm,none",14.766,True
Aashraf995/QwenStock-14B,2024-12-18 03:01:29.531307459+00:00,2024,BBH,65.2838048949835,"acc_norm,none",14.766,True
Aashraf995/QwenStock-14B,2024-12-18 03:01:29.531307459+00:00,2024,MMLU-Pro,53.82313829787234,"acc,none",14.766,True
abacusai/bigyi-15b,2024-09-18 05:22:57.063875436+00:00,2024,MuSR,35.317460317460316,"acc_norm,none",15.058,True
abacusai/bigyi-15b,2024-09-18 05:22:57.063875436+00:00,2024,IFEval,16.820702402957487,"prompt_level_strict_acc,none",15.058,True
abacusai/bigyi-15b,2024-09-18 05:22:57.063875436+00:00,2024,MATH-Hard,2.3413897280966767,"exact_match,none",15.058,True
abacusai/bigyi-15b,2024-09-18 05:22:57.063875436+00:00,2024,GPQA,30.956375838926174,"acc_norm,none",15.058,True
abacusai/bigyi-15b,2024-09-18 05:22:57.063875436+00:00,2024,BBH,43.32581149106058,"acc_norm,none",15.058,True
abacusai/bigyi-15b,2024-09-18 05:22:57.063875436+00:00,2024,MMLU-Pro,30.028257978723406,"acc,none",15.058,True
abacusai/Liberated-Qwen1.5-14B,2024-09-05 11:13:23.455882788+00:00,2024,MuSR,41.66666666666667,"acc_norm,none",14.0,True
abacusai/Liberated-Qwen1.5-14B,2024-09-05 11:13:23.455882788+00:00,2024,IFEval,29.57486136783734,"prompt_level_strict_acc,none",14.0,True
abacusai/Liberated-Qwen1.5-14B,2024-09-05 11:13:23.455882788+00:00,2024,MATH-Hard,11.178247734138973,"exact_match,none",14.0,True
abacusai/Liberated-Qwen1.5-14B,2024-09-05 11:13:23.455882788+00:00,2024,GPQA,28.355704697986578,"acc_norm,none",14.0,True
abacusai/Liberated-Qwen1.5-14B,2024-09-05 11:13:23.455882788+00:00,2024,BBH,49.2622808540184,"acc_norm,none",14.0,True
abacusai/Liberated-Qwen1.5-14B,2024-09-05 11:13:23.455882788+00:00,2024,MMLU-Pro,35.07313829787234,"acc,none",14.0,True
AbacusResearch/Jallabi-34B,2024-07-30 03:34:42.176568747+00:00,2024,MuSR,48.148148148148145,"acc_norm,none",34.389,True
AbacusResearch/Jallabi-34B,2024-07-30 03:34:42.176568747+00:00,2024,IFEval,29.20517560073937,"prompt_level_strict_acc,none",34.389,True
AbacusResearch/Jallabi-34B,2024-07-30 03:34:42.176568747+00:00,2024,MATH-Hard,3.927492447129909,"exact_match,none",34.389,True
AbacusResearch/Jallabi-34B,2024-07-30 03:34:42.176568747+00:00,2024,GPQA,33.89261744966443,"acc_norm,none",34.389,True
AbacusResearch/Jallabi-34B,2024-07-30 03:34:42.176568747+00:00,2024,BBH,59.868078458600934,"acc_norm,none",34.389,True
AbacusResearch/Jallabi-34B,2024-07-30 03:34:42.176568747+00:00,2024,MMLU-Pro,46.81682180851064,"acc,none",34.389,True
abideen/MedPhi-4-14B-v1,2025-01-13 22:27:39.714019537+00:00,2025,MuSR,41.4021164021164,"acc_norm,none",14.66,True
abideen/MedPhi-4-14B-v1,2025-01-13 22:27:39.714019537+00:00,2025,IFEval,57.67097966728281,"prompt_level_strict_acc,none",14.66,True
abideen/MedPhi-4-14B-v1,2025-01-13 22:27:39.714019537+00:00,2025,MATH-Hard,24.546827794561935,"exact_match,none",14.66,True
abideen/MedPhi-4-14B-v1,2025-01-13 22:27:39.714019537+00:00,2025,GPQA,34.395973154362416,"acc_norm,none",14.66,True
abideen/MedPhi-4-14B-v1,2025-01-13 22:27:39.714019537+00:00,2025,BBH,68.77278250303766,"acc_norm,none",14.66,True
abideen/MedPhi-4-14B-v1,2025-01-13 22:27:39.714019537+00:00,2025,MMLU-Pro,53.38264627659575,"acc,none",14.66,True
AELLM/gemma-2-aeria-infinity-9b,2024-10-09 09:48:59.260309695+00:00,2024,MuSR,40.07936507936508,"acc_norm,none",9.242,True
AELLM/gemma-2-aeria-infinity-9b,2024-10-09 09:48:59.260309695+00:00,2024,IFEval,71.90388170055454,"prompt_level_strict_acc,none",9.242,True
AELLM/gemma-2-aeria-infinity-9b,2024-10-09 09:48:59.260309695+00:00,2024,MATH-Hard,0.0,"exact_match,none",9.242,True
AELLM/gemma-2-aeria-infinity-9b,2024-10-09 09:48:59.260309695+00:00,2024,GPQA,33.38926174496644,"acc_norm,none",9.242,True
AELLM/gemma-2-aeria-infinity-9b,2024-10-09 09:48:59.260309695+00:00,2024,BBH,59.76392987328589,"acc_norm,none",9.242,True
AELLM/gemma-2-aeria-infinity-9b,2024-10-09 09:48:59.260309695+00:00,2024,MMLU-Pro,38.6220079787234,"acc,none",9.242,True
AELLM/gemma-2-lyco-infinity-9b,2024-10-10 11:00:43.469123840+00:00,2024,MuSR,39.94708994708995,"acc_norm,none",10.159,True
AELLM/gemma-2-lyco-infinity-9b,2024-10-10 11:00:43.469123840+00:00,2024,IFEval,68.39186691312385,"prompt_level_strict_acc,none",10.159,True
AELLM/gemma-2-lyco-infinity-9b,2024-10-10 11:00:43.469123840+00:00,2024,MATH-Hard,0.0,"exact_match,none",10.159,True
AELLM/gemma-2-lyco-infinity-9b,2024-10-10 11:00:43.469123840+00:00,2024,GPQA,32.802013422818796,"acc_norm,none",10.159,True
AELLM/gemma-2-lyco-infinity-9b,2024-10-10 11:00:43.469123840+00:00,2024,BBH,58.28849158132269,"acc_norm,none",10.159,True
AELLM/gemma-2-lyco-infinity-9b,2024-10-10 11:00:43.469123840+00:00,2024,MMLU-Pro,37.8656914893617,"acc,none",10.159,True
agentlans/Llama3.1-8B-drill,2024-12-27 23:07:44.237799644+00:00,2024,MuSR,36.64021164021164,"acc_norm,none",8.03,True
agentlans/Llama3.1-8B-drill,2024-12-27 23:07:44.237799644+00:00,2024,IFEval,72.45841035120148,"prompt_level_strict_acc,none",8.03,True
agentlans/Llama3.1-8B-drill,2024-12-27 23:07:44.237799644+00:00,2024,MATH-Hard,16.540785498489427,"exact_match,none",8.03,True
agentlans/Llama3.1-8B-drill,2024-12-27 23:07:44.237799644+00:00,2024,GPQA,26.76174496644295,"acc_norm,none",8.03,True
agentlans/Llama3.1-8B-drill,2024-12-27 23:07:44.237799644+00:00,2024,BBH,50.06075334143378,"acc_norm,none",8.03,True
agentlans/Llama3.1-8B-drill,2024-12-27 23:07:44.237799644+00:00,2024,MMLU-Pro,37.75764627659575,"acc,none",8.03,True
agentlans/Llama3.1-Daredevilish,2025-01-23 10:22:43.466369390+00:00,2025,MuSR,40.87301587301587,"acc_norm,none",8.03,True
agentlans/Llama3.1-Daredevilish,2025-01-23 10:22:43.466369390+00:00,2025,IFEval,57.48613678373382,"prompt_level_strict_acc,none",8.03,True
agentlans/Llama3.1-Daredevilish,2025-01-23 10:22:43.466369390+00:00,2025,MATH-Hard,12.764350453172204,"exact_match,none",8.03,True
agentlans/Llama3.1-Daredevilish,2025-01-23 10:22:43.466369390+00:00,2025,GPQA,30.11744966442953,"acc_norm,none",8.03,True
agentlans/Llama3.1-Daredevilish,2025-01-23 10:22:43.466369390+00:00,2025,BBH,49.90453046346121,"acc_norm,none",8.03,True
agentlans/Llama3.1-Daredevilish,2025-01-23 10:22:43.466369390+00:00,2025,MMLU-Pro,36.96808510638298,"acc,none",8.03,True
agentlans/Qwen2.5-0.5B-Instruct-CrashCourse-dropout,2025-01-01 06:30:45.431548834+00:00,2025,MuSR,33.33333333333333,"acc_norm,none",0.494,True
agentlans/Qwen2.5-0.5B-Instruct-CrashCourse-dropout,2025-01-01 06:30:45.431548834+00:00,2025,IFEval,23.844731977818853,"prompt_level_strict_acc,none",0.494,True
agentlans/Qwen2.5-0.5B-Instruct-CrashCourse-dropout,2025-01-01 06:30:45.431548834+00:00,2025,MATH-Hard,0.0755287009063444,"exact_match,none",0.494,True
agentlans/Qwen2.5-0.5B-Instruct-CrashCourse-dropout,2025-01-01 06:30:45.431548834+00:00,2025,GPQA,26.34228187919463,"acc_norm,none",0.494,True
agentlans/Qwen2.5-0.5B-Instruct-CrashCourse-dropout,2025-01-01 06:30:45.431548834+00:00,2025,BBH,32.92831105710814,"acc_norm,none",0.494,True
agentlans/Qwen2.5-0.5B-Instruct-CrashCourse-dropout,2025-01-01 06:30:45.431548834+00:00,2025,MMLU-Pro,16.082114361702125,"acc,none",0.494,True
AGI-0/Art-v0-3B,2025-01-18 11:53:31.239855289+00:00,2025,MuSR,39.81481481481482,"acc_norm,none",3.086,True
AGI-0/Art-v0-3B,2025-01-18 11:53:31.239855289+00:00,2025,IFEval,26.432532347504623,"prompt_level_strict_acc,none",3.086,True
AGI-0/Art-v0-3B,2025-01-18 11:53:31.239855289+00:00,2025,MATH-Hard,13.595166163141995,"exact_match,none",3.086,True
AGI-0/Art-v0-3B,2025-01-18 11:53:31.239855289+00:00,2025,GPQA,26.090604026845636,"acc_norm,none",3.086,True
AGI-0/Art-v0-3B,2025-01-18 11:53:31.239855289+00:00,2025,BBH,33.865648324943585,"acc_norm,none",3.086,True
AGI-0/Art-v0-3B,2025-01-18 11:53:31.239855289+00:00,2025,MMLU-Pro,25.282579787234045,"acc,none",3.086,True
AGI-0/Artificium-llama3.1-8B-001,2024-09-11 00:15:27.384656429+00:00,2024,MuSR,37.83068783068783,"acc_norm,none",8.03,True
AGI-0/Artificium-llama3.1-8B-001,2024-09-11 00:15:27.384656429+00:00,2024,IFEval,45.84103512014787,"prompt_level_strict_acc,none",8.03,True
AGI-0/Artificium-llama3.1-8B-001,2024-09-11 00:15:27.384656429+00:00,2024,MATH-Hard,10.27190332326284,"exact_match,none",8.03,True
AGI-0/Artificium-llama3.1-8B-001,2024-09-11 00:15:27.384656429+00:00,2024,GPQA,26.593959731543627,"acc_norm,none",8.03,True
AGI-0/Artificium-llama3.1-8B-001,2024-09-11 00:15:27.384656429+00:00,2024,BBH,42.37111612567263,"acc_norm,none",8.03,True
AGI-0/Artificium-llama3.1-8B-001,2024-09-11 00:15:27.384656429+00:00,2024,MMLU-Pro,31.815159574468083,"acc,none",8.03,True
AGI-0/smartllama3.1-8B-001,2024-11-25 21:47:35.836227894+00:00,2024,MuSR,43.783068783068785,"acc_norm,none",8.03,True
AGI-0/smartllama3.1-8B-001,2024-11-25 21:47:35.836227894+00:00,2024,IFEval,27.911275415896487,"prompt_level_strict_acc,none",8.03,True
AGI-0/smartllama3.1-8B-001,2024-11-25 21:47:35.836227894+00:00,2024,MATH-Hard,11.858006042296072,"exact_match,none",8.03,True
AGI-0/smartllama3.1-8B-001,2024-11-25 21:47:35.836227894+00:00,2024,GPQA,30.620805369127517,"acc_norm,none",8.03,True
AGI-0/smartllama3.1-8B-001,2024-11-25 21:47:35.836227894+00:00,2024,BBH,46.39819475785454,"acc_norm,none",8.03,True
AGI-0/smartllama3.1-8B-001,2024-11-25 21:47:35.836227894+00:00,2024,MMLU-Pro,34.86535904255319,"acc,none",8.03,True
Ahdoot/StructuredThinker-v0.3-MoreStructure,2025-01-01 03:12:45.703736544+00:00,2025,MuSR,41.53439153439153,"acc_norm,none",3.397,True
Ahdoot/StructuredThinker-v0.3-MoreStructure,2025-01-01 03:12:45.703736544+00:00,2025,IFEval,34.93530499075786,"prompt_level_strict_acc,none",3.397,True
Ahdoot/StructuredThinker-v0.3-MoreStructure,2025-01-01 03:12:45.703736544+00:00,2025,MATH-Hard,23.48942598187311,"exact_match,none",3.397,True
Ahdoot/StructuredThinker-v0.3-MoreStructure,2025-01-01 03:12:45.703736544+00:00,2025,GPQA,29.697986577181208,"acc_norm,none",3.397,True
Ahdoot/StructuredThinker-v0.3-MoreStructure,2025-01-01 03:12:45.703736544+00:00,2025,BBH,48.13400451310537,"acc_norm,none",3.397,True
Ahdoot/StructuredThinker-v0.3-MoreStructure,2025-01-01 03:12:45.703736544+00:00,2025,MMLU-Pro,36.10372340425532,"acc,none",3.397,True
Ahdoot/Test_StealthThinker,2025-01-06 22:35:14.701698303+00:00,2025,MuSR,42.72486772486773,"acc_norm,none",3.086,True
Ahdoot/Test_StealthThinker,2025-01-06 22:35:14.701698303+00:00,2025,IFEval,35.12014787430684,"prompt_level_strict_acc,none",3.086,True
Ahdoot/Test_StealthThinker,2025-01-06 22:35:14.701698303+00:00,2025,MATH-Hard,14.577039274924472,"exact_match,none",3.086,True
Ahdoot/Test_StealthThinker,2025-01-06 22:35:14.701698303+00:00,2025,GPQA,29.61409395973154,"acc_norm,none",3.086,True
Ahdoot/Test_StealthThinker,2025-01-06 22:35:14.701698303+00:00,2025,BBH,46.1031070994619,"acc_norm,none",3.086,True
Ahdoot/Test_StealthThinker,2025-01-06 22:35:14.701698303+00:00,2025,MMLU-Pro,35.97074468085106,"acc,none",3.086,True
AI-MO/NuminaMath-7B-CoT,2024-09-11 21:35:13.414474726+00:00,2024,MuSR,32.93650793650794,"acc_norm,none",6.91,True
AI-MO/NuminaMath-7B-CoT,2024-09-11 21:35:13.414474726+00:00,2024,IFEval,21.996303142329023,"prompt_level_strict_acc,none",6.91,True
AI-MO/NuminaMath-7B-CoT,2024-09-11 21:35:13.414474726+00:00,2024,MATH-Hard,7.930513595166164,"exact_match,none",6.91,True
AI-MO/NuminaMath-7B-CoT,2024-09-11 21:35:13.414474726+00:00,2024,GPQA,26.593959731543627,"acc_norm,none",6.91,True
AI-MO/NuminaMath-7B-CoT,2024-09-11 21:35:13.414474726+00:00,2024,BBH,42.978649540010416,"acc_norm,none",6.91,True
AI-MO/NuminaMath-7B-CoT,2024-09-11 21:35:13.414474726+00:00,2024,MMLU-Pro,28.681848404255316,"acc,none",6.91,True
AI-MO/NuminaMath-7B-TIR,2024-07-25 12:58:00.748897314+00:00,2024,MuSR,35.05291005291005,"acc_norm,none",6.91,True
AI-MO/NuminaMath-7B-TIR,2024-07-25 12:58:00.748897314+00:00,2024,IFEval,21.072088724584106,"prompt_level_strict_acc,none",6.91,True
AI-MO/NuminaMath-7B-TIR,2024-07-25 12:58:00.748897314+00:00,2024,MATH-Hard,1.7371601208459215,"exact_match,none",6.91,True
AI-MO/NuminaMath-7B-TIR,2024-07-25 12:58:00.748897314+00:00,2024,GPQA,25.838926174496645,"acc_norm,none",6.91,True
AI-MO/NuminaMath-7B-TIR,2024-07-25 12:58:00.748897314+00:00,2024,BBH,41.27755597986461,"acc_norm,none",6.91,True
AI-MO/NuminaMath-7B-TIR,2024-07-25 12:58:00.748897314+00:00,2024,MMLU-Pro,27.32712765957447,"acc,none",6.91,True
AI-Sweden-Models/gpt-sw3-40b,2024-07-26 17:00:54.978816271+00:00,2024,MuSR,36.24338624338625,"acc_norm,none",39.927,True
AI-Sweden-Models/gpt-sw3-40b,2024-07-26 17:00:54.978816271+00:00,2024,IFEval,9.981515711645102,"prompt_level_strict_acc,none",39.927,True
AI-Sweden-Models/gpt-sw3-40b,2024-07-26 17:00:54.978816271+00:00,2024,MATH-Hard,0.6042296072507553,"exact_match,none",39.927,True
AI-Sweden-Models/gpt-sw3-40b,2024-07-26 17:00:54.978816271+00:00,2024,GPQA,23.48993288590604,"acc_norm,none",39.927,True
AI-Sweden-Models/gpt-sw3-40b,2024-07-26 17:00:54.978816271+00:00,2024,BBH,32.45964242319042,"acc_norm,none",39.927,True
AI-Sweden-Models/gpt-sw3-40b,2024-07-26 17:00:54.978816271+00:00,2024,MMLU-Pro,12.757646276595743,"acc,none",39.927,True
AI-Sweden-Models/Llama-3-8B-instruct,2024-07-22 11:23:32.307795286+00:00,2024,MuSR,47.61904761904761,"acc_norm,none",8.03,True
AI-Sweden-Models/Llama-3-8B-instruct,2024-07-22 11:23:32.307795286+00:00,2024,IFEval,17.929759704251385,"prompt_level_strict_acc,none",8.03,True
AI-Sweden-Models/Llama-3-8B-instruct,2024-07-22 11:23:32.307795286+00:00,2024,MATH-Hard,0.4531722054380665,"exact_match,none",8.03,True
AI-Sweden-Models/Llama-3-8B-instruct,2024-07-22 11:23:32.307795286+00:00,2024,GPQA,26.593959731543627,"acc_norm,none",8.03,True
AI-Sweden-Models/Llama-3-8B-instruct,2024-07-22 11:23:32.307795286+00:00,2024,BBH,41.4684950529422,"acc_norm,none",8.03,True
AI-Sweden-Models/Llama-3-8B-instruct,2024-07-22 11:23:32.307795286+00:00,2024,MMLU-Pro,25.972406914893615,"acc,none",8.03,True
AI4free/Dhanishtha,2025-02-23 21:11:09.857161999+00:00,2025,MuSR,35.58201058201058,"acc_norm,none",1.777,True
AI4free/Dhanishtha,2025-02-23 21:11:09.857161999+00:00,2025,IFEval,19.593345656192238,"prompt_level_strict_acc,none",1.777,True
AI4free/Dhanishtha,2025-02-23 21:11:09.857161999+00:00,2025,MATH-Hard,25.604229607250755,"exact_match,none",1.777,True
AI4free/Dhanishtha,2025-02-23 21:11:09.857161999+00:00,2025,GPQA,25.25167785234899,"acc_norm,none",1.777,True
AI4free/Dhanishtha,2025-02-23 21:11:09.857161999+00:00,2025,BBH,33.76149973962853,"acc_norm,none",1.777,True
AI4free/Dhanishtha,2025-02-23 21:11:09.857161999+00:00,2025,MMLU-Pro,16.4311835106383,"acc,none",1.777,True
